Time (s),CO (ppm),Humidity (%r.h.),Temperature (C),Flow rate (mL/min),Heater voltage (V),R1 (MOhm),R2 (MOhm),R3 (MOhm),R4 (MOhm),R5 (MOhm),R6 (MOhm),R7 (MOhm),R8 (MOhm),R9 (MOhm),R10 (MOhm),R11 (MOhm),R12 (MOhm),R13 (MOhm),R14 (MOhm)
2495.3890,15.5600,38.0700,24.5400,240.1092,0.1999,1.1906,1.1346,2.2884,19.5626,20.2544,13.5118,20.9578,24.5017,16.0548,18.4752,24.7058,20.1213,17.9536,21.0689
2495.6970,15.5600,38.0700,24.5400,240.0362,0.2000,1.0922,1.0586,2.0472,18.5796,18.1804,12.0945,18.9153,23.9762,15.6962,17.7885,24.4947,20.0232,17.4499,20.6879
2496.0050,15.5600,38.0700,24.5400,239.9632,0.2000,1.0058,0.9940,1.8425,16.9247,16.5060,10.8468,17.0018,23.1766,15.5685,17.5147,24.2742,19.5969,17.2585,20.3292
2496.3140,15.5600,38.0700,24.5400,239.9199,0.2000,0.9338,0.9375,1.6747,16.0255,14.9611,9.6852,15.2727,22.9007,15.1038,17.3298,25.1523,19.3610,16.7906,19.8749
2496.6230,15.5600,38.0700,24.5400,239.9462,0.2000,0.8713,0.8884,1.5250,14.4529,13.4327,8.6962,13.8246,23.8281,15.0173,16.8543,24.0701,19.2286,16.7202,19.7775
2496.9330,15.5600,38.0700,24.5400,239.9725,0.1998,0.8173,0.8454,1.4026,13.5627,12.0575,7.7968,12.4104,23.1134,14.6698,16.7519,24.7858,18.8257,16.3095,8.8630
2497.2420,15.5600,38.0700,24.5400,239.9944,0.2000,0.0968,0.1942,0.1452,0.2438,0.2124,0.1997,0.1654,0.2528,0.1520,0.1736,0.1300,0.1151,0.1067,0.1151
2497.5500,15.5600,38.0700,24.5400,239.9555,0.8744,0.0645,0.1515,0.1086,0.1110,0.1191,0.1361,0.1196,0.1017,0.0991,0.1158,0.1074,0.1028,0.0966,0.1057
2497.8590,15.5600,38.0700,24.5400,239.9166,0.8905,0.0721,0.1424,0.1064,0.1017,0.1129,0.1262,0.1188,0.0970,0.0961,0.1144,0.1065,0.1033,0.0972,0.1054
2498.1680,15.5600,38.0700,24.5400,239.8777,0.8950,0.0774,0.1382,0.1076,0.0997,0.1127,0.1227,0.1197,0.0973,0.0956,0.1157,0.1069,0.1048,0.0987,0.1059
2498.4770,15.5600,38.0700,24.5400,239.8656,0.8970,0.0813,0.1373,0.1104,0.0998,0.1137,0.1218,0.1213,0.0979,0.0960,0.1168,0.1074,0.1059,0.0997,0.1064
2498.7840,15.5600,38.0700,24.5400,239.8592,0.8980,0.0838,0.1382,0.1136,0.1006,0.1156,0.1220,0.1234,0.0985,0.0961,0.1176,0.1078,0.1068,0.1005,0.1067
2499.0940,15.5600,38.0700,24.5400,239.8527,0.8980,0.0861,0.1399,0.1164,0.1018,0.1176,0.1229,0.1255,0.0990,0.0963,0.1184,0.1082,0.1075,0.1011,0.1070
2499.4020,15.5600,38.0700,24.5400,239.9092,0.8981,0.0883,0.1419,0.1191,0.1031,0.1193,0.1241,0.1277,0.0996,0.0965,0.1190,0.1085,0.1079,0.1017,0.1072
2499.7110,15.5600,38.0700,24.5400,240.0102,0.8983,0.0897,0.1440,0.1217,0.1045,0.1214,0.1253,0.1298,0.0998,0.0966,0.1194,0.1088,0.1083,0.1022,0.1074
2500.0210,15.5600,38.0700,24.5400,240.1116,0.8980,0.0913,0.1460,0.1239,0.1057,0.1229,0.1265,0.1314,0.1002,0.0966,0.1197,0.1088,0.1086,0.1026,0.1074
2500.3290,15.5600,38.0700,24.5400,240.1701,0.8990,0.0927,0.1479,0.1260,0.1069,0.1244,0.1277,0.1330,0.1003,0.0967,0.1199,0.1089,0.1090,0.1027,0.1075
2500.6380,15.5600,38.0700,24.5400,240.1503,0.8990,0.0939,0.1495,0.1278,0.1079,0.1259,0.1286,0.1345,0.1005,0.0968,0.1201,0.1092,0.1093,0.1030,0.1077
2500.9470,15.5600,38.0700,24.5400,240.1305,0.8990,0.0948,0.1511,0.1293,0.1087,0.1272,0.1297,0.1356,0.1007,0.0970,0.1204,0.1092,0.1093,0.1034,0.1078
2501.2580,15.5600,38.0700,24.5400,240.1045,0.8987,0.0959,0.1524,0.1307,0.1097,0.1283,0.1306,0.1369,0.1010,0.0970,0.1205,0.1093,0.1095,0.1034,0.1078
2501.5650,15.5600,38.0700,24.5400,240.0335,0.8986,0.0968,0.1537,0.1318,0.1104,0.1296,0.1316,0.1379,0.1011,0.0970,0.1206,0.1092,0.1095,0.1035,0.1079
2501.8750,15.5600,38.0700,24.5400,239.9619,0.8990,0.0976,0.1549,0.1332,0.1113,0.1303,0.1323,0.1389,0.1012,0.0970,0.1206,0.1093,0.1096,0.1037,0.1079
2502.1850,15.5600,38.0700,24.5400,239.8903,0.8990,0.0683,0.1859,0.2796,0.2155,0.3569,0.4057,0.6332,0.0776,0.0942,0.1415,0.2053,0.4046,0.5710,0.6571
2502.4940,15.5600,38.0700,24.5400,239.8817,0.2150,0.9588,2.7163,4.1126,3.0498,4.3982,4.9857,6.7977,2.0376,2.3163,2.3467,3.2975,4.7234,4.9295,6.0408
2502.8010,15.5600,38.0700,24.5400,239.8814,0.2090,6.9352,16.7454,23.9219,16.8431,23.2145,24.6534,30.9448,10.4571,10.8082,9.3483,11.1020,13.4003,12.8752,15.2355
2503.1080,15.5600,38.0700,24.5400,239.8811,0.2050,26.1726,47.1199,57.3826,39.6406,57.9621,61.0677,64.0120,18.1953,18.6030,15.5155,17.0878,19.0010,17.2585,20.5828
2503.4180,15.5600,38.0700,24.5400,239.8678,0.2031,53.7895,73.1111,80.6932,56.1517,77.5210,83.1477,86.9124,22.8389,22.1168,18.2707,19.1899,19.4111,19.4225,23.2299
2503.7260,15.5600,38.0700,24.5400,239.8472,0.2014,71.3877,84.2780,86.3116,60.1761,88.3945,87.4393,89.6542,23.2530,23.8436,19.9757,21.5036,23.2970,20.1500,24.1247
2504.0340,15.5600,38.0700,24.5400,239.8265,0.2010,82.0040,89.3851,96.6431,66.0566,94.9519,67.5130,88.6672,24.4313,24.2124,21.4386,22.4379,24.9030,20.1500,24.6241
2504.3440,15.5600,38.0700,24.5400,239.8435,0.2010,84.2780,90.3801,84.6501,60.7082,84.9922,82.2501,85.2249,25.4691,24.6614,22.2494,22.3169,25.5951,20.5572,25.6996
2504.6520,15.5600,38.0700,24.5400,239.9174,0.2000,87.6161,84.2780,84.6501,58.8009,86.6603,82.2501,84.4791,25.9809,24.5786,22.8654,22.9925,26.5673,21.0294,26.0237
2504.9600,15.5600,38.0700,24.5400,239.9914,0.2000,72.5638,82.0040,77.8317,61.1589,81.8393,81.5165,81.3453,27.3606,24.5100,22.5478,24.4947,26.9859,21.5848,26.2795
2505.2690,15.5600,38.0700,24.5400,240.0497,0.2000,71.3877,82.7015,75.1638,54.0817,72.9643,71.6582,72.5239,27.2562,25.3586,23.2509,24.3516,26.8138,22.1689,26.4477
2505.5790,15.5600,38.0700,24.5400,240.0222,0.2000,64.1020,71.9176,70.9577,52.2232,71.7732,69.7912,71.9810,29.0850,24.3603,22.9926,24.6394,27.1601,23.1100,26.9649
2505.8890,15.5600,38.0700,24.5400,239.9946,0.2000,56.2454,67.5047,66.0832,48.4545,69.5025,69.7912,65.9497,28.1511,24.6614,23.7848,25.7005,27.6134,23.3724,27.0449
2506.1980,15.5600,38.0700,24.5400,239.9671,0.2000,54.4606,65.0517,63.7159,48.1125,62.1572,61.0677,64.5292,29.8723,24.3603,23.7229,25.1523,27.0806,23.9906,27.7698
2506.5060,15.5600,38.0700,24.5400,239.9776,0.2000,49.2563,63.1793,62.7987,41.6304,66.3502,61.9856,60.9168,28.5631,24.8147,24.7109,26.3473,26.9074,23.5792,27.3206
2506.8160,15.5600,38.0700,24.5400,239.9912,0.2000,46.8426,58.0787,59.7462,44.9368,59.1755,61.4816,62.1834,30.2074,23.8436,24.5650,25.6147,27.6134,23.7148,27.8716
2507.1230,15.5600,38.0700,24.5400,240.0047,0.2000,44.9026,55.1483,44.8858,47.8312,57.6145,56.8524,59.6255,29.9763,23.8436,24.6311,26.2573,26.9074,23.3003,27.5851
2507.4310,15.5600,38.0700,24.5400,240.0207,0.2000,42.6882,51.8702,55.9066,42.8579,58.7416,58.4678,58.3870,30.2074,23.6376,24.8586,26.1827,27.5150,23.1100,28.2509
2507.7400,15.5600,38.0700,24.5400,240.0380,0.2000,39.5577,49.8203,58.1498,45.1856,55.7412,54.5217,56.8574,30.5716,23.3600,20.7874,27.2012,26.8138,22.9111,27.8716
2508.0510,15.5600,38.0700,24.5400,240.0554,0.2000,39.3933,46.3424,53.4654,41.6304,57.2027,54.9192,56.1218,29.3030,23.2235,24.7109,26.2573,27.1601,22.9111,28.4444
2508.3590,15.5600,38.0700,24.5400,240.0425,0.2000,35.3279,42.6882,51.8946,43.8732,56.4626,55.2549,55.0846,30.1019,20.2957,24.0606,27.6402,27.2560,22.9111,27.9569
2508.6690,15.5600,38.0700,24.5400,239.9920,0.2000,32.8816,37.6686,48.9595,41.1669,54.3512,52.4326,56.5207,30.1019,22.6925,24.4861,26.4228,26.8138,23.2405,28.5332
2508.9770,15.5600,38.0700,24.5400,239.9419,0.2000,29.7827,28.1951,47.0683,41.8876,55.4192,51.7707,53.3574,30.2074,22.5518,24.3427,27.3784,26.1463,22.6585,27.7698
2509.2860,15.5600,38.0700,24.5400,239.8855,0.2000,26.5026,28.5764,42.0161,40.2695,54.0448,52.8006,53.7185,30.2074,22.3666,24.2008,26.8533,26.3102,22.8532,27.8716
2509.5960,15.5600,38.0700,24.5400,239.8061,0.2000,22.8774,24.0040,38.6100,39.8350,51.4875,49.8802,53.0601,28.6584,21.6868,24.0606,27.8230,25.9114,22.7841,27.5851
2509.9050,15.5600,38.0700,24.5400,239.7269,0.2000,19.8060,20.1415,35.5683,40.0709,52.1043,51.1251,50.8483,28.4496,21.9274,23.9974,27.7396,25.3556,22.7268,26.8694
2510.2140,15.5600,38.0700,24.5400,239.6478,0.1997,16.7454,16.0471,30.9043,38.5850,49.4117,47.8646,51.7898,29.5241,21.1688,23.8594,26.5139,25.4396,22.7268,27.3206
2510.5210,15.5600,38.0700,24.5400,239.7567,0.2000,13.9590,12.9030,27.5567,40.2695,53.3824,45.7217,49.4202,30.1019,20.8833,22.9230,27.9237,24.6097,22.1689,26.4477
2510.8310,15.5600,38.0700,24.5400,239.8711,0.2000,11.7863,10.3869,23.5758,37.4095,48.0682,44.9433,48.0199,28.7735,20.8833,23.3104,26.7599,24.4006,21.9959,25.9493
2511.1400,15.5600,38.0700,24.5400,239.9851,0.2000,9.7137,8.1922,20.1187,37.2375,48.3116,43.7591,49.1134,29.7485,20.2957,22.6152,26.4228,24.1821,21.9317,25.9493
2511.4490,15.5600,38.0700,24.5400,240.0396,0.2000,7.9818,6.5460,17.1818,36.8645,47.5412,43.2939,46.2395,27.7504,20.1349,22.7966,27.5579,24.1821,21.5332,25.2278
2511.7590,15.5600,38.0700,24.5400,240.0731,0.1998,6.5966,5.3062,14.5467,35.5988,45.7605,39.8947,46.4664,30.2074,19.6310,22.1300,26.2573,23.6948,21.5332,25.1578
2512.0680,15.5600,38.0700,24.5400,240.1065,0.2000,5.4315,4.3399,12.3559,35.4426,46.0259,37.6695,43.4365,27.0667,19.4889,22.1300,27.3784,23.2378,21.0887,24.5572
2512.3780,15.5600,38.0700,24.5400,240.0827,0.2000,4.5361,3.6074,10.2677,33.5001,43.0273,35.3616,44.3331,29.2035,18.9229,21.5510,25.9322,23.1087,20.8730,24.4114
2512.6870,15.5600,38.0700,24.5400,240.0032,0.2000,3.8026,3.0426,8.6198,32.0334,40.4227,32.8928,40.3509,26.9813,18.8316,21.3778,25.8594,22.6617,20.7667,24.1247
2512.9960,15.5600,38.0700,24.5400,239.9238,0.1990,3.2037,2.6025,7.2848,30.9473,38.0783,30.1695,39.4375,27.0667,18.3402,21.2672,26.8533,22.4168,20.3980,23.5702
2513.3040,15.5600,38.0700,24.5400,239.8860,0.2000,2.7377,2.2595,6.1487,29.6865,37.0903,28.1565,37.3660,26.9813,18.1689,20.5786,25.6147,22.1769,20.1500,23.3625
2513.6130,15.5600,38.0700,24.5400,239.9605,0.2000,2.3560,1.9830,5.2568,28.9769,34.2792,26.0258,34.4750,26.0762,17.8352,20.6257,26.4228,22.0055,19.5160,22.8408
2513.9230,15.5600,38.0700,24.5400,240.0352,0.1995,2.0534,1.7650,4.4851,27.4429,32.7009,23.1257,32.3678,25.9021,17.6727,20.0202,26.3473,21.2645,19.3802,22.5203
2514.2310,15.5600,38.0700,24.5400,240.1065,0.1993,1.8068,1.5847,3.8544,25.4084,29.6094,21.1273,29.9644,26.1560,17.3207,20.0738,25.2352,21.4351,19.1058,22.3410
2514.5410,15.5600,38.0700,24.5400,240.0907,0.2000,1.6025,1.4375,3.3494,25.0551,27.4060,19.2420,27.6829,25.3932,16.9412,19.1729,26.0937,21.0475,18.7513,21.7450
2514.8510,15.5600,38.0700,24.5400,240.0749,0.2000,1.4369,1.3175,2.9178,22.9719,25.1777,17.1013,25.2607,25.9809,16.6814,19.2223,24.8529,20.9406,18.5786,21.7450
2515.1600,15.5600,38.0700,24.5400,240.0591,0.2000,1.2976,1.2168,2.5755,21.9832,23.0855,15.1857,23.1331,24.6579,16.5771,18.9536,25.5436,20.3753,18.0784,21.1788
2515.4700,15.5600,38.0700,24.5400,240.0612,0.1995,1.1832,1.1280,2.2812,19.9434,20.8138,13.7616,21.1744,24.9033,16.0548,18.6062,24.7858,20.3753,17.9173,21.0689
2515.7790,15.5600,38.0700,24.5400,240.0677,0.2000,1.0855,1.0540,2.0420,18.8782,18.8068,12.2155,19.1835,24.4313,15.6962,18.0265,24.6394,20.0766,17.6031,20.7457
2516.0880,15.5600,38.0700,24.5400,240.0742,0.2000,1.0019,0.9909,1.8425,17.6464,17.1381,10.9637,17.2948,23.1766,15.5340,18.0265,25.3885,19.6396,17.2247,20.3292
2516.3970,15.5600,38.0700,24.5400,240.0647,0.1990,0.9309,0.9358,1.6723,16.2918,15.3064,9.8319,15.5725,23.5372,15.3189,17.5563,24.8529,19.4111,16.8227,20.0272
2516.7060,15.5600,38.0700,24.5400,240.0431,0.2000,0.8690,0.8864,1.5228,14.9552,12.4639,8.8515,13.9726,23.8952,15.0767,17.1087,23.9944,19.0493,16.6126,19.6375
2517.0160,15.5600,38.0700,24.5400,240.0214,0.1994,0.8152,0.8439,1.4006,13.7564,12.1716,7.8774,12.6133,23.3170,14.7266,16.8222,23.9944,18.8257,16.3095,19.4481
2517.3260,15.5600,38.0700,24.5400,240.0043,0.2000,0.7683,0.8058,1.2921,12.6060,11.0633,7.1323,11.3930,22.3674,14.5269,16.5756,23.7208,18.6535,16.2068,19.2119
2517.6350,15.5600,38.0700,24.5400,239.9962,0.2000,0.7272,0.7717,1.2025,11.6641,9.9387,6.4272,10.2037,21.6664,14.4464,16.5445,24.0701,18.2805,15.7280,18.8517
2517.9450,15.5600,38.0700,24.5400,239.9882,0.2000,0.6904,0.7408,1.1188,10.0849,8.8126,5.7810,9.1557,22.4388,14.0419,15.9157,24.7058,18.0736,15.4489,18.5898
2518.2550,15.5600,38.0700,24.5400,239.9830,0.2000,0.6571,0.7133,1.0480,9.7246,7.9577,5.2710,8.2664,22.4388,13.7352,15.8239,23.1206,18.1176,15.2697,18.3807
2518.5640,15.5600,38.0700,24.5400,240.0012,0.2000,0.6277,0.6888,0.9849,9.0064,7.1790,4.7746,7.4019,21.3045,13.6357,15.3036,23.9317,17.5684,14.9797,18.0863
2518.8740,15.5600,38.0700,24.5400,240.0195,0.2000,0.6016,0.6656,0.9293,8.1008,6.3974,4.3487,6.6721,21.1332,13.2979,15.2448,22.5601,17.3022,14.6202,18.0492
2519.1810,15.5600,38.0700,24.5400,240.0376,0.2000,0.5778,0.6454,0.8799,7.4455,5.7817,3.9757,6.0420,20.7264,13.1327,14.0009,22.4379,17.2284,14.5659,17.6081
2519.4900,15.5600,38.0700,24.5400,239.9789,0.1999,0.5561,0.6263,0.8362,6.8182,5.2349,3.6452,5.4384,20.2852,13.1579,14.9572,22.9347,16.7665,14.1684,17.2275
2519.8000,15.5600,38.0700,24.5400,239.9086,0.2000,0.5362,0.6087,0.7956,6.2326,4.6938,3.3407,4.9531,21.1864,12.6671,14.2784,22.0144,16.5226,14.0665,17.1197
2520.1070,15.5600,38.0700,24.5400,239.8389,0.1998,0.5182,0.5927,0.7599,5.7138,4.2910,3.0820,4.4627,19.6099,12.5162,14.3303,22.6837,16.2913,13.6938,16.7202
2520.4170,15.5600,38.0700,24.5400,239.8316,0.2000,0.5014,0.5772,0.7265,5.2082,3.8647,2.8510,4.0724,20.6144,12.2094,13.8749,21.5547,16.3214,13.5293,16.5113
2520.7270,15.5600,38.0700,24.5400,239.8611,0.2000,0.4865,0.5637,0.6972,4.7787,3.5266,2.6392,3.6927,19.6560,12.3498,13.8038,21.9612,15.7784,13.2069,16.1438
2521.0360,15.5600,38.0700,24.5400,239.8904,0.1992,0.4723,0.5503,0.6695,4.3743,3.1934,2.4458,3.3848,20.3443,11.8954,13.4457,20.8985,15.6549,13.1377,16.1438
2521.3440,15.5600,38.0700,24.5400,239.9288,0.2000,0.4593,0.5380,0.6451,4.0085,2.9194,2.2759,3.1001,19.0196,11.7440,13.1085,21.7301,15.5004,12.8752,15.7228
2521.6530,15.5600,38.0700,24.5400,239.9810,0.2000,0.4475,0.5267,0.6222,3.6960,2.6850,2.1256,2.8355,18.5946,11.6127,13.1085,21.2816,15.1786,12.5214,15.4149
2521.9620,15.5600,38.0700,24.5400,240.0332,0.2000,0.4358,0.5162,0.6011,3.3910,2.4533,1.9827,1.6595,18.9677,11.5234,12.6389,20.5378,14.9199,2.9863,1.5654
2522.2720,15.5600,38.0700,24.5400,240.0716,0.1995,0.0642,0.1597,0.1141,0.1276,0.1236,0.1420,0.1117,0.1700,0.1275,0.1395,0.1202,0.1079,0.1003,0.1095
2522.5800,15.5600,38.0700,24.5400,240.0389,0.8768,0.0653,0.1440,0.1031,0.1007,0.1078,0.1268,0.1133,0.0984,0.0972,0.1125,0.1058,0.1013,0.0950,0.1040
2522.8900,15.5600,38.0700,24.5400,240.0061,0.8918,0.0741,0.1373,0.1036,0.0974,0.1079,0.1208,0.1155,0.0955,0.0948,0.1129,0.1055,0.1027,0.0962,0.1043
2523.1980,15.5600,38.0700,24.5400,239.9734,0.8960,0.0789,0.1342,0.1062,0.0969,0.1094,0.1186,0.1172,0.0961,0.0948,0.1146,0.1062,0.1041,0.0977,0.1053
2523.5090,15.5600,38.0700,24.5400,239.9129,0.8970,0.0824,0.1345,0.1092,0.0975,0.1114,0.1182,0.1193,0.0971,0.0952,0.1160,0.1070,0.1053,0.0990,0.1058
2523.8190,15.5600,38.0700,24.5400,239.8503,0.8980,0.0845,0.1359,0.1126,0.0987,0.1136,0.1191,0.1216,0.0978,0.0956,0.1171,0.1074,0.1063,0.1000,0.1062
2524.1280,15.5600,38.0700,24.5400,239.7880,0.8980,0.0866,0.1382,0.1158,0.1003,0.1159,0.1206,0.1241,0.0985,0.0958,0.1180,0.1078,0.1071,0.1008,0.1066
2524.4370,15.5600,38.0700,24.5400,239.7588,0.8982,0.0884,0.1404,0.1186,0.1018,0.1180,0.1220,0.1262,0.0990,0.0960,0.1186,0.1081,0.1075,0.1014,0.1069
2524.7460,15.5600,38.0700,24.5400,239.7439,0.8980,0.0901,0.1427,0.1210,0.1032,0.1200,0.1233,0.1284,0.0993,0.0962,0.1191,0.1084,0.1080,0.1018,0.1070
2525.0540,15.5600,38.0700,24.5400,239.7291,0.8990,0.0915,0.1449,0.1234,0.1046,0.1218,0.1249,0.1305,0.0996,0.0962,0.1194,0.1085,0.1084,0.1022,0.1072
2525.3620,15.5600,38.0700,24.5400,239.7651,0.8987,0.0927,0.1468,0.1256,0.1058,0.1236,0.1261,0.1320,0.1000,0.0963,0.1197,0.1088,0.1087,0.1025,0.1072
2525.6720,15.5600,38.0700,24.5400,239.8620,0.8990,0.0940,0.1486,0.1274,0.1070,0.1251,0.1274,0.1335,0.1003,0.0965,0.1199,0.1088,0.1088,0.1029,0.1075
2525.9800,15.5600,38.0700,24.5400,239.9583,0.8983,0.0951,0.1504,0.1290,0.1080,0.1264,0.1285,0.1350,0.1005,0.0966,0.1199,0.1089,0.1090,0.1030,0.1077
2526.2890,15.5600,38.0700,24.5400,240.0347,0.8990,0.0959,0.1518,0.1303,0.1090,0.1275,0.1296,0.1361,0.1006,0.0967,0.1202,0.1090,0.1093,0.1032,0.1078
2526.5970,15.5600,38.0700,24.5400,240.0394,0.8980,0.0969,0.1530,0.1317,0.1098,0.1287,0.1304,0.1372,0.1008,0.0966,0.1204,0.1090,0.1093,0.1035,0.1077
2526.9050,15.5600,38.0700,24.5400,240.0442,0.8988,0.0977,0.1543,0.1328,0.1105,0.1297,0.1315,0.1383,0.1008,0.0967,0.1205,0.1090,0.1093,0.1037,0.1077
2527.2160,15.5600,38.0700,24.5400,240.0489,0.8990,0.0876,0.2445,0.3714,0.2792,0.4584,0.5203,0.8122,0.1125,0.1376,0.1988,0.2913,0.5593,0.7478,0.8769
2527.5250,15.5600,38.0700,24.5400,240.0475,0.2138,1.2034,3.3613,5.0392,3.6723,5.3664,6.0064,8.0979,2.5420,2.8504,2.8168,3.9297,5.5805,5.7081,6.9206
2527.8350,15.5600,38.0700,24.5400,240.0459,0.2090,8.2007,18.6722,26.6020,18.5352,25.7985,27.5711,33.8007,11.2558,11.5596,10.0591,11.9704,14.2237,13.3433,15.9776
2528.1440,15.5600,38.0700,24.5400,240.0444,0.2051,28.5764,50.9873,64.1416,43.8732,64.9211,58.4678,65.9497,19.0196,19.1081,15.7613,17.2339,18.8257,17.3332,20.6400
2528.4530,15.5600,38.0700,24.5400,240.0106,0.2030,55.8533,75.6194,82.2033,55.6951,83.3863,83.9107,84.4791,22.2378,22.2411,18.5598,19.3721,21.4858,19.1469,23.0279
2528.7630,15.5600,38.0700,24.5400,239.9660,0.2017,73.1111,86.8347,94.5698,66.5893,94.0347,88.4531,88.6672,23.4590,23.5613,20.0738,21.2218,23.1087,19.8989,23.7065
2529.0720,15.5600,38.0700,24.5400,239.9215,0.2010,83.5541,87.6161,88.0388,60.7082,88.3945,87.4393,93.4671,24.5867,24.2124,21.6024,21.6679,24.4006,20.3980,24.9224
2529.3800,15.5600,38.0700,24.5400,239.9060,0.2007,80.5097,89.3851,93.6563,48.4545,92.0772,87.4393,86.9124,25.0646,24.2124,22.4253,22.9925,25.7523,20.2504,25.0742
2529.6890,15.5600,38.0700,24.5400,239.9178,0.2000,79.7171,87.6161,80.6932,57.8909,81.0192,79.1164,82.0372,26.0762,24.5100,22.5478,23.0622,26.1463,21.2483,26.0237
2529.9970,15.5600,38.0700,24.5400,239.9295,0.2010,73.1111,79.0683,59.7462,59.2239,74.8839,74.8349,77.0531,27.3606,24.3603,22.8654,24.2100,26.3102,21.4715,25.8606
2530.3070,15.5600,38.0700,24.5400,239.9383,0.2008,68.5571,76.9383,72.1267,53.3090,76.1799,72.9197,73.7472,27.3606,24.6614,22.8654,24.2100,26.8138,22.3557,26.6179
2530.6160,15.5600,38.0700,24.5400,239.9392,0.2000,61.4100,71.3877,75.1638,52.9649,76.1799,67.5130,69.0829,27.9494,24.2124,23.7848,25.2352,26.6439,22.5342,26.3557
2530.9260,15.5600,38.0700,24.5400,239.9401,0.2000,56.5763,67.0368,65.6318,49.7504,65.8970,66.4281,69.0829,28.9870,24.4281,23.5150,25.0018,27.1601,23.4329,27.0449
2531.2330,15.5600,38.0700,24.5400,239.9412,0.2000,52.2091,63.5954,66.0832,48.4545,67.3691,64.3583,62.1834,28.9870,22.4936,24.7109,26.0201,26.8138,23.4329,26.7903
2531.5430,15.5600,38.0700,24.5400,239.9465,0.2000,50.3972,65.0517,61.9071,46.8982,59.9876,58.4678,62.6718,29.6461,24.4281,24.1369,25.6147,26.7363,23.3724,27.0449
2531.8530,15.5600,38.0700,24.5400,239.9517,0.2000,48.7046,56.9784,59.3023,44.3987,61.6794,59.7005,60.0750,28.5631,23.9217,24.5650,25.5436,27.2560,23.3724,27.6855
2532.1610,15.5600,38.0700,24.5400,239.9570,0.2000,43.5478,55.1483,61.0401,46.6306,63.9733,56.8524,58.8183,29.7485,23.9217,24.7109,26.5139,26.8138,22.9809,27.5851
2532.4710,15.5600,38.0700,24.5400,239.9435,0.2000,42.6882,51.8702,55.1962,42.5889,59.1755,57.6490,59.1825,28.2437,23.4225,24.7109,26.0937,27.4336,22.9111,28.0600
2532.7800,15.5600,38.0700,24.5400,239.9256,0.2000,40.5040,51.2600,55.9066,44.1105,56.4626,54.5217,58.0323,29.5241,23.3600,24.6311,26.3473,27.1601,22.9111,27.9569
2533.0880,15.5600,38.0700,24.5400,239.9077,0.1998,37.8193,45.6332,51.5578,42.3673,56.8640,55.6631,56.5207,28.6584,23.0156,24.4207,26.2573,26.8138,22.8532,28.2509
2533.3970,15.5600,38.0700,24.5400,239.9058,0.2000,34.9088,41.6775,52.5235,43.0845,57.2027,54.1947,55.0846,29.7485,22.6925,24.7109,27.2012,26.9074,22.4111,27.5851
2533.7070,15.5600,38.0700,24.5400,239.9160,0.2000,32.6299,37.4893,48.4112,41.6304,55.4192,53.1112,55.7936,30.3350,22.4936,24.2008,26.4228,26.7363,22.9111,27.8716
2534.0170,15.5600,38.0700,24.5400,239.9263,0.2000,29.3699,33.5394,46.8361,41.1669,55.0376,52.4326,53.7185,29.4232,22.5518,25.0079,27.3784,25.9844,22.4781,27.3206
2534.3260,15.5600,38.0700,24.5400,239.9348,0.2000,25.9375,28.2809,41.2095,40.0709,53.6815,51.1251,53.7185,30.8118,21.9274,23.7848,26.5139,26.1463,22.7841,27.5019
2534.6350,15.5600,38.0700,24.5400,239.9400,0.2000,22.8774,23.5239,38.4522,38.9931,51.4875,49.8802,52.7077,29.4232,21.5685,24.2008,27.7396,25.5101,22.5342,27.1416
2534.9440,15.5600,38.0700,24.5400,239.9453,0.2000,19.1090,19.3804,34.9838,41.1669,53.6815,48.6935,50.8483,28.8702,21.2206,23.5150,27.8230,25.1342,22.2894,26.6960
2535.2540,15.5600,38.0700,24.5400,239.9537,0.2000,16.3378,15.5764,30.1225,38.0062,51.7661,48.6935,51.7898,29.9763,20.9946,23.8594,26.4228,25.1342,22.2894,26.5248
2535.5630,15.5600,38.0700,24.5400,239.9883,0.2000,13.7160,12.5293,26.3430,38.5850,49.9804,46.4788,50.2568,29.5241,20.5562,23.0508,26.4228,24.6890,22.1146,26.2795
2535.8720,15.5600,38.0700,24.5400,240.0229,0.2000,11.4013,9.9853,23.3104,38.1853,50.8849,45.2150,47.4909,28.2437,20.5562,23.3104,27.4597,24.0427,21.6471,25.7872
2536.1810,15.5600,38.0700,24.5400,240.0575,0.2000,9.4181,7.9641,19.6867,37.2375,47.2584,43.5042,48.8606,30.2074,19.9858,22.7396,26.3473,24.3231,21.6471,25.5404
2536.4920,15.5600,38.0700,24.5400,239.9937,0.2000,7.7809,6.3796,16.5445,35.5988,46.2493,40.8807,46.7415,27.7504,19.8297,22.7966,27.4597,23.5608,21.5332,25.1578
2536.8000,15.5600,38.0700,24.5400,239.9161,0.2000,6.4224,5.1727,14.1522,35.7879,45.0672,39.8947,45.7480,28.5631,19.4889,22.4253,27.1055,23.5608,20.9803,24.3326
2537.1090,15.5600,38.0700,24.5400,239.8382,0.2000,5.2800,4.2472,11.8040,33.5001,43.0273,36.3160,43.1980,28.2437,19.2449,22.1300,26.4228,22.7861,19.6622,24.5572
